id,name,show1,show2,show3,show4,show5,show6,show7,show8,show9,show10
147,Cornelius,"((1993, 'gender bender'), 82)",0,0,"((1973, 'parody'), 98)",0,0,0,"((2009, 'music'), 19)",0,0
148,Felix,"((2017, 'fantasy'), 51)",0,0,0,"((1985, '4-koma'), 16)",0,0,"((1994, 'horror'), 48)",0,0
149,Reuben,"((2007, 'police'), 25)",0,0,0,"((2008, 'vampire'), 9)","((1996, 'mecha'), 63)",0,0,0,"((1991, 'yaoi'), 89)"
150,Wallace,"((1981, 'magic'), 60)",0,0,"((2010, 'horror'), 98)",0,"((1971, 'yuri'), 66)",0,"((2019, 'doujinshi'), 23)","((1980, 'comedy'), 61)",0
151,Claud,0,"((2009, 'shoujo'), 15)","((1985, 'isekai'), 14)","((1998, 'historical'), 15)",0,0,"((1996, '4-koma'), 42)","((1997, 'demons'), 57)",0,"((2019, 'yuri'), 19)"
152,Roscoe,"((2003, 'magic'), 65)",0,"((2005, 'mature'), 2)",0,0,"((2008, 'kids'), 41)","((1974, 'magic'), 47)","((1987, '4-koma'), 97)",0,"((1970, 'mature'), 64)"
153,Sylvester,"((2007, 'kids'), 10)",0,0,"((1972, 'school'), 29)",0,0,"((2012, 'demons'), 91)",0,"((1996, 'music'), 92)",0
154,Earnest,0,0,"((1980, 'yaoi'), 66)",0,0,"((2008, 'fantasy'), 9)",0,0,"((2001, 'sounen'), 27)","((1985, 'food'), 88)"
155,Hiram,0,"((2017, 'adventure'), 16)",0,0,0,"((1995, '4-koma'), 48)","((1975, 'doujinshi'), 82)","((1975, 'action'), 17)","((2007, 'food'), 57)","((1977, 'school'), 50)"
156,Otis,"((1997, 'ecchi'), 45)",0,"((2010, 'fantasy'), 52)",0,0,0,0,0,0,"((1973, 'adult'), 34)"
157,Simon,"((1982, 'gender bender'), 82)","((1971, 'gender bender'), 46)",0,"((2000, 'adventure'), 62)",0,"((2006, 'mature'), 93)","((1980, 'scifi'), 68)","((1980, 'mature'), 70)",0,0
158,Willard,0,"((2004, 'adventure'), 87)",0,"((1988, 'martial arts'), 13)",0,0,"((2000, 'demons'), 27)","((2010, 'josei'), 76)",0,0
159,Irvin,"((2008, 'drama'), 19)","((1990, 'action'), 56)",0,0,"((1979, 'mecha'), 98)","((1973, 'comedy'), 85)",0,"((1970, 'gender bender'), 27)","((1991, 'parody'), 83)",0
160,Mark,"((1992, 'one shot'), 1)","((2015, 'yuri'), 89)","((1973, 'adventure'), 98)",0,0,0,"((2017, 'historical'), 99)",0,"((1991, 'ecchi'), 74)","((2009, 'yuri'), 57)"
161,Jose,0,0,"((1992, 'school'), 62)",0,0,"((1978, 'adventure'), 53)","((1975, 'magic'), 60)",0,"((2001, 'scifi'), 65)",0
162,Wilbur,0,"((1973, 'mecha'), 60)",0,"((2015, 'harem'), 25)",0,"((1970, 'gender bender'), 94)","((2014, 'comedy'), 5)",0,0,"((2018, 'music'), 94)"
163,Abraham,"((1991, 'ecchi'), 6)","((2010, 'kids'), 13)","((1976, 'food'), 3)","((2014, 'mecha'), 50)","((2010, 'comedy'), 53)","((1970, 'fantasy'), 93)","((2001, 'action'), 51)",0,0,0
164,Virgil,0,0,"((1976, 'yuri'), 20)",0,"((1988, 'horror'), 62)","((1979, 'yaoi'), 32)",0,"((1973, 'drama'), 59)","((1990, 'comedy'), 18)",0
165,Clinton,"((2009, 'sounen'), 82)","((1986, 'one shot'), 66)",0,0,"((2017, 'adult'), 33)","((1995, 'parody'), 40)","((2008, 'martial arts'), 28)","((1976, 'vampire'), 73)","((2011, 'demons'), 75)",0
166,Elbert,"((2013, '4-koma'), 17)","((1996, 'horror'), 55)",0,0,0,0,0,0,"((1995, 'comedy'), 2)","((1975, 'harem'), 67)"
167,Leslie,0,"((1999, 'mature'), 38)",0,"((1988, 'historical'), 42)","((1989, 'drama'), 80)","((1972, 'scifi'), 30)","((1988, 'one shot'), 9)",0,0,0
168,Marshall,0,0,0,0,"((2002, 'magic'), 56)",0,0,"((1980, '4-koma'), 52)",0,0
169,Owen,"((2015, 'music'), 88)",0,"((2009, 'yaoi'), 17)","((1993, 'one shot'), 4)","((1999, 'harem'), 52)",0,"((1994, 'martial arts'), 38)",0,0,"((1975, 'yuri'), 14)"
170,Wiley,"((1991, 'one shot'), 73)",0,"((1983, 'mature'), 91)",0,"((1975, 'sounen'), 93)",0,0,0,"((2003, 'police'), 83)",0
171,Anton,0,"((2007, 'sounen'), 99)","((2014, 'harem'), 87)","((2015, 'demons'), 21)",0,"((1974, 'doujinshi'), 7)","((1991, 'horror'), 7)","((1993, 'fantasy'), 84)",0,0
172,Morris,0,"((1982, 'ecchi'), 70)","((1980, 'school'), 39)",0,0,0,"((1983, 'parody'), 6)",0,0,"((1987, 'vampire'), 47)"
173,Manuel,"((2018, 'kids'), 29)",0,"((1998, 'yuri'), 85)",0,0,0,"((1999, 'one shot'), 90)","((2017, 'comedy'), 55)","((1981, 'ecchi'), 20)","((1978, 'yaoi'), 38)"
174,Phillip,0,"((1975, 'gender bender'), 41)","((1972, 'scifi'), 57)","((1990, 'mature'), 13)",0,"((2015, 'martial arts'), 24)",0,0,"((1972, 'drama'), 20)",0
175,Augustus,"((1988, 'martial arts'), 98)",0,0,0,0,0,"((2006, 'mature'), 97)","((2011, 'scifi'), 58)",0,0
176,Emmett,0,"((1973, 'mecha'), 51)","((1980, 'scifi'), 8)","((2009, 'harem'), 47)",0,0,0,0,0,0
177,Eli,0,0,0,"((1998, 'drama'), 3)","((1996, 'food'), 48)",0,0,0,0,0
178,Nicholas,"((1974, 'magic'), 30)","((2017, '4-koma'), 87)","((1985, 'mature'), 66)","((2005, 'adult'), 49)","((1987, 'comedy'), 99)",0,"((2000, 'horror'), 16)",0,"((1981, 'sounen'), 40)","((2010, 'adult'), 71)"
179,Wilson,"((2007, 'josei'), 54)","((1981, 'action'), 53)",0,"((1979, 'martial arts'), 63)",0,"((1997, 'vampire'), 96)",0,0,"((1976, 'kids'), 66)","((1998, 'yaoi'), 72)"
180,Alva,"((2007, 'kids'), 3)","((1974, 'doujinshi'), 90)",0,0,"((1996, '4-koma'), 78)","((1984, 'scifi'), 60)",0,0,0,"((1977, 'scifi'), 58)"
181,Harley,0,0,"((1981, 'isekai'), 93)","((1987, 'yuri'), 36)","((2019, 'mature'), 61)","((2003, 'harem'), 34)",0,0,"((1994, 'school'), 92)",0
182,Newton,"((2008, 'adventure'), 9)",0,0,0,"((2017, 'scifi'), 25)",0,0,"((1984, 'scifi'), 75)","((2008, 'one shot'), 18)","((1976, 'adventure'), 50)"
183,Timothy,"((2015, 'one shot'), 13)",0,"((2009, 'vampire'), 63)","((1970, 'gender bender'), 15)",0,"((2003, 'harem'), 29)",0,0,"((2007, 'kids'), 28)","((1995, 'magic'), 20)"
184,Marvin,"((1994, 'scifi'), 54)",0,0,0,"((1986, 'yuri'), 88)","((1978, 'vampire'), 38)",0,0,"((2009, 'josei'), 2)","((1976, 'isekai'), 44)"
185,Ross,0,0,0,0,"((1970, 'gender bender'), 93)",0,"((1977, 'yaoi'), 44)",0,0,0
186,Curtis,"((1990, 'mature'), 40)",0,"((1983, 'music'), 42)",0,0,0,"((1982, 'horror'), 50)",0,0,"((1993, 'yuri'), 10)"
187,Edmund,"((2019, 'fantasy'), 8)",0,"((1986, '4-koma'), 73)",0,"((1978, 'horror'), 79)",0,0,0,0,0
188,Jeff,0,0,0,"((2010, 'drama'), 62)",0,"((1981, '4-koma'), 28)","((2016, 'gender bender'), 92)",0,0,"((2010, 'harem'), 92)"
189,Elias,0,"((1981, 'doujinshi'), 56)","((1996, 'parody'), 46)","((1981, 'harem'), 72)","((1990, 'josei'), 64)",0,0,0,"((1980, 'music'), 59)","((1973, 'magic'), 76)"
190,Harrison,"((2009, 'adult'), 68)","((1977, 'mature'), 35)","((2014, 'comedy'), 39)",0,"((1989, 'comedy'), 72)","((2003, 'demons'), 44)",0,0,0,0
191,Stanley,"((1996, 'drama'), 39)","((1990, 'adventure'), 32)","((1992, 'kids'), 53)",0,0,"((1996, 'fantasy'), 85)",0,"((1974, 'fantasy'), 65)",0,0
192,Columbus,0,"((1972, 'music'), 52)","((1975, '4-koma'), 10)","((1980, 'one shot'), 11)","((1974, 'doujinshi'), 96)","((1976, 'martial arts'), 91)","((2018, 'parody'), 73)","((2017, 'music'), 13)",0,0
193,Lon,0,"((1998, 'ecchi'), 2)","((1982, 'magic'), 36)",0,0,"((1987, 'yuri'), 61)","((1985, 'sounen'), 51)","((2015, 'magic'), 58)",0,"((2003, 'horror'), 57)"
194,Ora,0,"((2002, 'demons'), 81)","((1981, 'one shot'), 37)","((1978, 'doujinshi'), 7)",0,0,0,0,0,0
195,Ollie,0,"((1999, 'kids'), 73)","((1976, 'one shot'), 65)",0,0,"((1978, 'gender bender'), 21)",0,"((1976, 'school'), 3)",0,"((2019, 'sounen'), 23)"
196,Russell,0,0,0,"((2007, 'school'), 24)",0,"((1972, 'shoujo'), 55)",0,0,0,0
197,Pearl,"((2000, 'police'), 16)",0,0,0,0,0,0,0,0,"((2013, 'action'), 96)"
198,Solomon,0,0,0,0,0,"((2013, 'adult'), 20)",0,"((2003, 'demons'), 41)",0,"((1998, 'adventure'), 66)"
199,Arch,"((1991, 'harem'), 10)",0,"((1978, 'adult'), 44)",0,0,"((1993, 'comedy'), 42)",0,0,"((2008, 'demons'), 11)",0
200,Asa,0,0,"((1972, 'demons'), 88)","((2005, 'demons'), 39)",0,"((2012, 'drama'), 16)",0,"((2002, 'isekai'), 83)",0,0
201,Clayton,0,"((1976, 'demons'), 85)","((1974, 'ecchi'), 85)","((2002, 'sounen'), 85)",0,0,"((2015, 'yaoi'), 96)","((2014, 'isekai'), 89)","((1998, '4-koma'), 74)","((1993, 'doujinshi'), 11)"
202,Enoch,"((1972, 'drama'), 25)",0,0,0,0,0,"((1984, 'adult'), 51)",0,"((1993, 'ecchi'), 96)","((2001, 'action'), 49)"
203,Irving,"((2013, 'horror'), 62)","((1975, 'action'), 46)",0,0,0,"((2018, 'vampire'), 79)","((1981, 'parody'), 91)",0,0,0
204,Mathew,"((1977, 'mecha'), 69)",0,"((1976, 'school'), 81)","((1986, 'yuri'), 55)",0,"((1988, 'mature'), 57)",0,"((1991, 'drama'), 25)",0,"((1984, 'action'), 74)"
205,Nathaniel,0,"((2007, 'drama'), 10)","((2003, 'ecchi'), 1)","((1991, 'josei'), 64)",0,"((2003, 'josei'), 92)",0,0,"((2005, 'action'), 39)","((1997, 'one shot'), 84)"
206,Scott,0,"((1983, 'scifi'), 54)",0,"((1990, 'horror'), 61)","((1991, 'mecha'), 69)","((2013, 'vampire'), 45)","((1974, 'drama'), 74)","((2010, 'sounen'), 59)",0,"((1980, 'gender bender'), 83)"
207,Hubert,0,0,"((2010, 'mecha'), 52)","((2006, 'vampire'), 100)","((2018, 'demons'), 9)",0,0,"((2018, 'horror'), 57)","((2002, 'sounen'), 60)","((1981, 'police'), 29)"
208,Lemuel,"((1995, 'ecchi'), 8)","((1971, 'drama'), 11)","((1977, 'gender bender'), 37)","((2010, 'food'), 17)",0,"((1993, 'shoujo'), 5)","((1977, 'scifi'), 11)",0,"((2006, 'shoujo'), 25)",0
209,Andy,0,"((1976, 'police'), 12)","((1996, 'police'), 51)",0,"((1991, 'fantasy'), 86)","((2015, 'yaoi'), 93)","((1989, 'kids'), 67)",0,0,0
210,Ellis,0,"((2016, 'isekai'), 21)",0,0,0,0,0,"((1983, 'demons'), 19)",0,"((2001, 'ecchi'), 38)"
211,Emanuel,"((2013, 'music'), 63)","((1978, 'yuri'), 97)",0,"((1978, 'magic'), 13)",0,"((2011, 'magic'), 92)","((1976, 'school'), 93)","((2013, 'food'), 51)","((1995, 'parody'), 52)","((2019, 'comedy'), 75)"
212,Joshua,0,"((1974, 'sounen'), 91)","((2015, 'school'), 25)",0,"((1993, 'josei'), 89)","((1996, 'mature'), 81)","((2005, 'vampire'), 21)","((1972, 'adventure'), 14)",0,"((1981, 'mature'), 62)"
213,Millard,0,"((2009, 'sounen'), 92)",0,0,"((2008, 'magic'), 50)",0,"((2017, 'sounen'), 30)","((2000, 'demons'), 47)",0,"((1996, 'music'), 77)"
214,Vernon,0,"((2000, 'martial arts'), 49)","((1970, 'parody'), 41)","((2007, 'yuri'), 17)",0,0,"((1998, 'josei'), 50)","((1976, 'drama'), 62)",0,"((2008, 'yaoi'), 78)"
215,Wade,0,"((1976, 'scifi'), 46)","((1992, 'harem'), 91)","((2008, 'comedy'), 58)","((1994, 'mature'), 44)","((2007, 'shoujo'), 52)",0,"((1991, 'police'), 37)",0,0
216,Cyrus,0,"((1971, 'magic'), 100)",0,"((2017, 'sounen'), 88)","((1997, 'adventure'), 29)","((2005, 'police'), 88)",0,"((1974, 'ecchi'), 6)",0,0
217,Miles,0,0,0,"((1992, 'vampire'), 89)",0,"((2006, 'ecchi'), 38)",0,"((2001, 'parody'), 10)","((1975, 'doujinshi'), 4)",0
218,Rudolph,0,"((2016, 'sounen'), 65)","((2014, 'mecha'), 41)","((1988, '4-koma'), 92)",0,"((1988, 'demons'), 14)",0,"((2009, 'comedy'), 51)","((1988, 'historical'), 89)","((2014, 'sounen'), 96)"
219,Sherman,0,0,"((1970, 'josei'), 78)","((1996, 'drama'), 49)","((1973, 'josei'), 21)","((1987, 'yaoi'), 26)",0,"((1972, 'josei'), 46)",0,0
220,Austin,"((2001, 'action'), 23)","((2000, 'food'), 94)","((1994, 'mecha'), 94)",0,"((2017, 'demons'), 21)","((1978, 'demons'), 61)","((1995, '4-koma'), 44)","((1980, 'one shot'), 81)",0,"((1989, '4-koma'), 82)"
221,Bill,0,0,0,"((1997, 'mature'), 8)","((2018, 'yuri'), 41)","((1972, 'horror'), 54)","((1982, 'yuri'), 99)","((2012, 'isekai'), 52)","((2006, 'harem'), 64)",0
222,Chas,0,0,"((2010, 'josei'), 76)","((2007, 'school'), 98)","((1977, 'sounen'), 59)","((2017, 'magic'), 5)",0,0,"((1971, 'mature'), 77)",0
223,Lonnie,0,"((1973, 'harem'), 86)",0,0,"((2017, 'sounen'), 7)",0,"((1985, 'mature'), 53)",0,"((1988, 'mecha'), 46)",0
224,Monroe,0,0,"((1999, 'school'), 57)",0,"((1980, 'police'), 17)",0,0,0,0,0
225,Byron,"((1976, 'sounen'), 89)",0,"((2017, 'ecchi'), 88)",0,"((2011, 'police'), 79)","((1997, 'magic'), 36)","((2010, 'adult'), 70)",0,"((1999, 'adult'), 23)",0
226,Edd,"((1998, 'sounen'), 46)","((2015, 'yaoi'), 22)",0,"((1980, 'magic'), 2)",0,0,0,"((2007, 'horror'), 85)","((1999, 'harem'), 26)",0
227,Emery,"((1984, 'scifi'), 50)","((1975, 'sounen'), 92)",0,"((1987, 'music'), 6)","((2004, 'police'), 39)","((1971, 'demons'), 2)",0,"((2017, 'vampire'), 82)",0,"((1972, 'martial arts'), 88)"
228,Grant,0,0,"((1990, 'historical'), 77)",0,"((2005, 'vampire'), 32)",0,0,"((2003, 'mecha'), 33)","((2009, 'josei'), 70)","((1996, 'mecha'), 13)"
229,Jerome,"((2013, 'shoujo'), 29)","((2006, 'kids'), 40)","((1975, 'shoujo'), 95)","((1997, 'mature'), 64)","((2011, 'demons'), 31)",0,"((2016, 'josei'), 43)",0,"((2004, 'comedy'), 95)","((2015, '4-koma'), 89)"
230,Max,0,"((2002, 'fantasy'), 2)","((2005, 'school'), 58)",0,"((1998, 'harem'), 77)","((2008, 'mecha'), 42)","((1997, 'historical'), 78)","((1989, 'gender bender'), 61)",0,"((1975, 'scifi'), 35)"
231,Mose,0,"((2008, 'drama'), 37)","((1971, 'police'), 64)",0,"((2004, 'adult'), 90)","((1979, 'historical'), 24)","((2002, 'school'), 61)",0,"((1980, 'vampire'), 34)","((1978, 'historical'), 5)"
232,Steve,0,0,"((1984, 'vampire'), 96)","((1999, 'parody'), 27)","((1988, 'josei'), 43)","((1983, 'doujinshi'), 40)","((2002, 'vampire'), 80)","((1980, 'shoujo'), 47)",0,0
233,Gordon,0,"((2005, 'martial arts'), 68)",0,0,"((1989, 'mecha'), 28)",0,"((1996, 'josei'), 27)",0,0,"((2010, 'school'), 49)"
234,Abe,"((2012, 'shoujo'), 63)","((1999, 'action'), 94)",0,"((1997, 'historical'), 78)",0,"((2006, 'kids'), 65)",0,0,"((1985, 'horror'), 12)",0
235,Pete,"((2015, 'comedy'), 89)",0,0,"((2002, 'ecchi'), 22)","((1971, 'sounen'), 95)","((2012, 'martial arts'), 27)",0,0,0,0
236,Chris,0,0,"((1995, 'music'), 80)","((1998, 'vampire'), 48)","((1988, 'mecha'), 61)",0,0,"((2006, 'gender bender'), 71)",0,"((1975, 'horror'), 56)"
237,Clark,"((1977, 'yuri'), 34)",0,0,"((1989, 'demons'), 20)",0,0,"((1991, 'magic'), 86)",0,"((2000, 'comedy'), 47)",0
238,Gustave,0,0,"((2003, 'mecha'), 55)",0,"((1990, 'yuri'), 97)","((1972, 'yuri'), 47)",0,0,0,"((2016, 'police'), 100)"
239,Orville,"((1995, 'harem'), 20)",0,"((1980, 'martial arts'), 65)",0,"((1987, 'harem'), 60)","((2016, 'ecchi'), 36)",0,0,"((1977, 'isekai'), 5)",0
240,Lorenzo,"((1983, 'historical'), 62)","((1971, 'adult'), 74)","((2007, 'gender bender'), 84)","((1977, 'vampire'), 92)",0,"((1988, 'martial arts'), 55)",0,0,0,"((2010, 'harem'), 35)"
241,Bruce,0,0,0,"((1981, 'school'), 68)","((1986, 'harem'), 37)","((2000, 'parody'), 86)","((2004, 'parody'), 76)","((1981, 'historical'), 55)","((2000, 'isekai'), 40)","((2013, '4-koma'), 55)"
242,Marcus,"((2005, 'school'), 100)",0,"((1973, 'parody'), 50)","((2002, 'mature'), 9)","((1995, 'ecchi'), 66)",0,"((2015, 'sounen'), 8)",0,"((2015, 'yaoi'), 81)",0
243,Preston,0,0,"((2004, 'vampire'), 63)","((2019, 'doujinshi'), 48)",0,"((2006, 'historical'), 76)","((1984, 'mature'), 82)","((1972, 'historical'), 4)",0,"((1976, 'food'), 52)"
244,Bob,"((2011, 'isekai'), 16)","((1999, '4-koma'), 24)",0,0,0,0,"((2000, 'adventure'), 33)",0,0,0
245,Dock,"((1974, 'shoujo'), 73)",0,"((2000, 'school'), 31)","((1977, 'historical'), 96)","((1982, 'drama'), 3)","((1973, 'shoujo'), 10)",0,0,0,"((1989, 'magic'), 36)"
246,Donald,"((1986, 'music'), 100)","((1985, 'harem'), 34)",0,0,0,0,"((2015, 'music'), 49)",0,"((1994, 'magic'), 6)","((1973, 'harem'), 83)"
247,Jackson,0,0,"((1997, 'yaoi'), 86)","((1977, 'vampire'), 49)",0,0,"((1972, 'magic'), 1)","((1998, 'harem'), 99)",0,"((2006, 'drama'), 57)"
248,Cecil,"((1991, 'josei'), 61)",0,0,"((2009, 'mecha'), 51)","((1995, 'drama'), 60)","((1973, 'fantasy'), 24)","((1987, 'demons'), 88)","((1986, 'demons'), 75)",0,"((2006, 'adult'), 94)"
249,Barney,"((1997, 'shoujo'), 40)","((1999, 'magic'), 73)",0,0,0,"((1980, 'demons'), 34)","((1997, 'mature'), 40)",0,0,"((1988, 'magic'), 57)"
250,Delbert,"((1980, 'school'), 24)",0,0,"((1974, 'fantasy'), 8)",0,"((2001, 'sounen'), 26)",0,0,0,0
251,Edmond,"((2005, 'horror'), 57)",0,0,"((2006, 'mecha'), 64)",0,0,0,"((1987, '4-koma'), 21)","((1986, 'adult'), 55)",0
252,Anderson,0,"((2013, 'gender bender'), 83)","((2007, 'police'), 42)","((1971, '4-koma'), 37)",0,"((2007, 'adult'), 61)","((1978, 'yuri'), 20)",0,"((1979, 'food'), 91)",0
253,Christian,"((2017, 'adult'), 42)","((1981, 'horror'), 27)",0,"((1991, 'music'), 77)","((1976, 'music'), 40)",0,0,"((2002, 'mecha'), 67)",0,0
254,Glenn,0,"((1975, 'mature'), 54)",0,0,"((1988, 'shoujo'), 78)",0,0,"((1973, 'police'), 79)",0,0
255,Jefferson,"((1998, 'horror'), 28)","((2011, 'isekai'), 29)",0,"((2006, 'action'), 68)","((1975, 'drama'), 69)",0,"((2000, 'fantasy'), 17)",0,"((1982, 'gender bender'), 21)",0
256,Luke,0,0,0,"((2005, 'demons'), 63)",0,0,0,0,"((1972, 'one shot'), 41)",0
257,Neal,0,"((2006, 'shoujo'), 31)","((2014, 'horror'), 73)",0,"((2009, 'school'), 17)","((2006, '4-koma'), 94)",0,0,0,"((2018, 'kids'), 99)"
258,Burt,"((1984, 'mature'), 59)","((1977, 'demons'), 10)",0,"((2003, 'martial arts'), 43)",0,0,0,"((1999, 'magic'), 76)",0,0
259,Ike,"((2018, 'yaoi'), 46)",0,0,0,0,"((2002, 'gender bender'), 61)",0,"((2012, 'parody'), 69)","((1981, 'josei'), 26)","((2009, 'doujinshi'), 39)"
260,Myron,"((1974, 'josei'), 17)","((1988, 'fantasy'), 92)",0,"((1998, 'josei'), 55)","((1979, 'adult'), 28)","((1985, 'school'), 17)",0,0,0,"((1981, 'mature'), 13)"
261,Tony,"((2009, 'music'), 81)",0,0,"((2004, 'harem'), 29)",0,"((2002, 'martial arts'), 37)","((2013, 'drama'), 30)",0,0,"((2013, 'action'), 46)"
262,Conrad,0,0,"((2019, 'adventure'), 56)","((1984, 'drama'), 50)","((2007, 'horror'), 70)","((2011, 'kids'), 40)",0,"((1984, 'historical'), 65)","((1977, 'comedy'), 16)","((1979, 'action'), 56)"
263,Joel,"((2006, 'sounen'), 12)","((2000, 'demons'), 71)","((2005, 'gender bender'), 30)","((1976, 'drama'), 62)","((1978, 'action'), 58)","((1993, 'scifi'), 66)","((1975, 'vampire'), 83)",0,0,0
264,Matt,"((1978, 'scifi'), 45)",0,"((2010, 'action'), 23)",0,"((1981, 'food'), 82)",0,0,"((2007, 'one shot'), 65)",0,0
265,Riley,0,0,"((2018, 'martial arts'), 81)",0,"((1981, 'kids'), 37)",0,"((2015, 'yaoi'), 53)","((2007, 'mecha'), 57)",0,"((1998, 'parody'), 48)"
266,Vincent,"((2011, 'mecha'), 16)","((1994, 'music'), 70)",0,"((1977, 'adult'), 64)",0,"((2017, 'vampire'), 85)","((1972, 'mature'), 81)","((2003, 'adventure'), 18)",0,"((1982, 'adult'), 36)"
267,Emory,"((2010, 'demons'), 18)","((1976, 'music'), 10)","((1977, 'adult'), 66)",0,"((1999, 'demons'), 22)",0,0,0,"((1972, 'parody'), 47)",0
268,Isaiah,0,0,0,0,"((1977, 'fantasy'), 7)","((2004, 'demons'), 16)","((1994, 'yaoi'), 64)",0,0,0
269,Nick,"((2005, 'parody'), 75)",0,0,"((2019, 'yuri'), 69)",0,"((1978, 'harem'), 43)",0,0,0,0
270,Ezra,0,0,0,0,0,"((1999, 'scifi'), 5)",0,"((1982, 'comedy'), 55)","((2017, 'yaoi'), 36)","((1986, 'josei'), 27)"
271,Green,"((1988, 'isekai'), 13)","((2000, 'adventure'), 9)",0,0,0,"((1985, 'martial arts'), 64)","((1996, 'fantasy'), 85)",0,"((1975, 'ecchi'), 70)",0
272,Juan,"((1995, 'school'), 27)","((2012, 'parody'), 23)","((1996, 'adult'), 54)","((1973, 'yaoi'), 58)",0,0,"((2014, 'adult'), 51)","((1987, 'martial arts'), 1)","((2016, 'school'), 73)","((1976, 'adult'), 89)"
273,Clifton,0,0,0,"((1974, 'action'), 76)",0,0,"((1993, 'mature'), 11)",0,0,0
274,Lucius,"((1989, 'fantasy'), 58)",0,0,"((2016, 'yuri'), 2)",0,0,"((2006, 'adventure'), 52)",0,"((1995, 'harem'), 2)",0
275,Porter,"((1996, 'music'), 93)",0,"((1979, 'adult'), 19)",0,0,"((1990, 'scifi'), 92)",0,0,"((1981, 'adventure'), 8)","((2011, 'horror'), 66)"
276,Arnold,0,0,"((2014, 'scifi'), 13)","((1970, 'parody'), 24)",0,"((2014, 'adventure'), 84)","((2009, 'harem'), 79)",0,0,"((1993, 'ecchi'), 59)"
277,Bud,"((1995, 'gender bender'), 29)",0,"((1990, 'parody'), 46)",0,"((1983, 'school'), 2)","((2019, '4-koma'), 26)",0,0,0,"((1988, 'sounen'), 7)"
278,Jeremiah,0,0,0,"((2017, 'parody'), 65)",0,0,"((2016, 'music'), 57)","((1970, 'harem'), 78)","((1989, 'action'), 25)",0
279,Taylor,0,0,0,"((2006, 'harem'), 36)",0,0,0,0,0,0
280,Forrest,0,"((2015, 'music'), 36)","((2016, 'scifi'), 10)","((1998, 'school'), 42)","((2000, 'ecchi'), 52)","((1985, 'martial arts'), 28)","((1977, 'food'), 36)","((2001, 'mature'), 70)",0,"((2014, 'shoujo'), 34)"
281,Roland,0,"((1986, 'parody'), 48)",0,0,"((1986, 'yuri'), 20)","((2001, 'josei'), 9)","((2012, 'doujinshi'), 64)","((1973, 'action'), 7)",0,"((2019, 'one shot'), 28)"
282,Spencer,"((1997, 'demons'), 38)",0,0,0,"((1972, 'kids'), 69)",0,"((2011, 'adult'), 83)",0,0,0
283,Burton,0,"((2006, 'vampire'), 8)","((1979, 'yaoi'), 35)",0,"((2014, 'adventure'), 46)","((2006, 'demons'), 78)","((2002, 'school'), 5)","((1989, 'kids'), 31)",0,"((1988, 'vampire'), 82)"
284,Don,"((2010, 'sounen'), 29)","((1991, 'horror'), 24)","((1979, 'martial arts'), 96)","((2008, 'sounen'), 44)",0,0,"((1982, 'adult'), 38)",0,0,0
285,Emmet,"((2001, 'shoujo'), 88)","((1996, 'food'), 49)",0,0,"((2007, 'isekai'), 65)","((2014, 'parody'), 84)",0,"((1977, 'parody'), 59)","((1992, 'historical'), 66)","((2010, 'police'), 16)"
286,Gustav,"((1998, 'harem'), 63)","((1994, 'comedy'), 77)",0,0,"((1987, 'demons'), 76)",0,0,"((1995, 'fantasy'), 38)",0,"((2011, '4-koma'), 44)"
287,Louie,0,0,"((2017, 'demons'), 51)","((1994, 'doujinshi'), 40)",0,0,0,"((1979, 'music'), 37)","((2017, 'parody'), 32)","((2018, 'school'), 29)"
288,Morgan,"((1998, 'mecha'), 35)","((2002, 'parody'), 72)","((2017, 'vampire'), 42)","((2014, 'fantasy'), 54)","((1985, 'historical'), 5)","((1971, 'horror'), 95)",0,"((1984, 'action'), 2)",0,"((2017, 'comedy'), 9)"
289,Ned,0,0,"((2006, 'fantasy'), 49)",0,0,"((1995, 'mature'), 48)","((2012, 'food'), 7)",0,0,0
290,Van,"((1991, 'mature'), 37)",0,"((2019, 'fantasy'), 88)","((1981, 'fantasy'), 61)","((2006, 'comedy'), 52)",0,"((2005, 'kids'), 99)","((1991, 'adventure'), 65)",0,0
291,Ambrose,0,0,0,"((1973, 'magic'), 41)",0,"((1974, 'scifi'), 57)",0,0,0,"((1978, 'sounen'), 38)"
292,Chauncey,"((1986, 'sounen'), 37)",0,0,0,"((2004, 'yaoi'), 99)",0,"((1993, 'kids'), 4)",0,0,0
293,Elisha,0,0,"((2009, 'mature'), 31)",0,0,"((2002, 'police'), 54)",0,"((2004, 'sounen'), 21)","((2013, 'historical'), 79)",0
294,Ferdinand,"((1986, 'school'), 75)","((1989, 'drama'), 33)",0,"((2002, 'ecchi'), 66)",0,0,"((2014, 'fantasy'), 32)","((2007, 'school'), 46)","((1984, 'sounen'), 59)","((1999, 'school'), 7)"
295,General,0,"((1988, 'one shot'), 90)",0,0,0,"((2014, 'police'), 62)",0,0,"((1986, 'gender bender'), 15)","((2019, 'magic'), 28)"
296,Julian,"((2002, 'demons'), 74)","((2007, 'police'), 98)",0,"((1998, 'vampire'), 74)",0,0,"((1981, 'police'), 68)",0,0,"((2005, 'comedy'), 91)"
297,Kenneth,0,0,0,0,"((1987, '4-koma'), 61)",0,0,"((1991, '4-koma'), 48)",0,0
